target_end_date,value,output_type_id,horizon,output_type,model_id,reference_date,location,target
2025-09-20,5.6065571,0.2,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,6.6109025,0.25,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,6.5035381,0.25,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,6.3969513,0.25,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,6.3717276,0.25,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,7.2911213,0.3,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,7.0688871,0.3,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,7.0564819,0.3,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,7.0975035,0.3,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,7.8119164,0.35,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,7.7471632,0.35,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,7.7763728,0.35,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,7.7506348,0.35,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,8.3906324,0.4,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,8.3664212,0.4,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,8.5138379,0.4,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,8.5625344,0.4,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,8.9464647,0.45,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,9.001806,0.45,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,9.3002066,0.45,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,9.4545939,0.45,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,9.6198227,0.5,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,9.7620468,0.5,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,10.07221,0.5,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,10.354181,0.5,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,10.35703,0.55,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,10.63328,0.55,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,10.996835,0.55,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,11.342215,0.55,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,11.063454,0.6,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,11.374893,0.6,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,11.977606,0.6,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,12.695277,0.6,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,11.702966,0.65,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,12.342656,0.65,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,13.06215,0.65,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,13.717013,0.65,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,12.663412,0.7,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,13.419525,0.7,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,14.340452,0.7,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,15.176101,0.7,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,13.954616,0.75,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,14.736853,0.75,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,16.045194,0.75,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,16.872478,0.75,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,15.162256,0.8,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,16.539234,0.8,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,18.210197,0.8,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,18.9799,0.8,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,16.747638,0.85,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,18.687985,0.85,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,20.756556,0.85,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,22.396912,0.85,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,19.338211,0.9,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,23.014947,0.9,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,24.271088,0.9,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,26.531832,0.9,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,23.53812,0.95,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,28.540239,0.95,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,30.231168,0.95,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,34.932616,0.95,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,28.707684,0.975,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,33.986873,0.975,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,37.90422,0.975,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,45.798499,0.975,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,40.268053,0.99,0,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-06,46.479704,0.99,1,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-13,51.488355,0.99,2,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-09-20,55.473991,0.99,3,quantile,EpiAutoGP,2025-08-30,02,wk inc covid hosp
2025-08-30,91.791343,0.01,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,79.377502,0.01,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,72.461036,0.01,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,65.548315,0.01,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,100.42098,0.025,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,90.445517,0.025,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,83.051947,0.025,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,77.27735,0.025,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,107.64413,0.05,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,102.01428,0.05,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,94.463218,0.05,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,91.085983,0.05,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,118.80085,0.1,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,116.29096,0.1,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,112.50726,0.1,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,109.42432,0.1,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,128.13789,0.15,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,126.64029,0.15,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,124.24773,0.15,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,122.856,0.15,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,134.93435,0.2,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,134.56234,0.2,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,135.76797,0.2,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,133.971,0.2,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,141.53478,0.25,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,142.97131,0.25,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,144.65453,0.25,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,145.77106,0.25,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,147.49654,0.3,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,151.11412,0.3,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,153.25407,0.3,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,156.17085,0.3,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,153.36395,0.35,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,159.33291,0.35,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,161.62282,0.35,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,166.92072,0.35,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,158.1509,0.4,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,166.55235,0.4,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,170.55192,0.4,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,177.99769,0.4,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,164.41273,0.45,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,172.96288,0.45,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,179.25541,0.45,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,188.46924,0.45,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,170.15685,0.5,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,179.81388,0.5,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,187.69915,0.5,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,199.53287,0.5,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,176.72834,0.55,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,188.93721,0.55,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,198.81566,0.55,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,209.59307,0.55,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,181.47057,0.6,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,196.73111,0.6,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,209.57257,0.6,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,223.46182,0.6,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,188.19447,0.65,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,205.02983,0.65,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,221.64577,0.65,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,238.66323,0.65,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,194.82354,0.7,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,215.5229,0.7,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,234.4221,0.7,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,255.91098,0.7,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,201.29397,0.75,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,226.02098,0.75,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,248.4478,0.75,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,274.34747,0.75,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,210.418,0.8,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,238.36897,0.8,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,269.03313,0.8,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,299.6996,0.8,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,221.93862,0.85,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,256.55419,0.85,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,291.46175,0.85,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,325.35565,0.85,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,238.48939,0.9,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,279.74795,0.9,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,321.63501,0.9,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,359.99108,0.9,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,263.0669,0.95,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,315.00834,0.95,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,380.84404,0.95,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,435.59452,0.95,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,284.4145,0.975,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,354.12947,0.975,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,437.667,0.975,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,504.60247,0.975,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,319.25488,0.99,0,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-06,392.85696,0.99,1,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-13,486.49696,0.99,2,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-09-20,630.84501,0.99,3,quantile,EpiAutoGP,2025-08-30,01,wk inc covid hosp
2025-08-30,11.198408,0.01,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,9.646111,0.01,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,8.8714218,0.01,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,7.6598964,0.01,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,12.483787,0.025,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,11.387582,0.025,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,9.9449935,0.025,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,9.2564797,0.025,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,13.787686,0.05,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,12.867585,0.05,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,11.685914,0.05,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,11.240807,0.05,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,15.715531,0.1,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,15.156677,0.1,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,13.824286,0.1,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,13.190123,0.1,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,17.044513,0.15,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,16.885221,0.15,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,15.501071,0.15,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,14.999457,0.15,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,18.246228,0.2,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,18.266766,0.2,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,17.226876,0.2,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,16.628648,0.2,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,19.360363,0.25,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,19.588314,0.25,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,18.736414,0.25,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,18.611911,0.25,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,20.442275,0.3,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,20.849929,0.3,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,20.584181,0.3,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,20.451591,0.3,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,21.672608,0.35,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,22.01732,0.35,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,22.027588,0.35,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,22.133726,0.35,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,22.765618,0.4,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,23.337114,0.4,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,23.73127,0.4,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,23.969627,0.4,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,23.968382,0.45,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,24.619543,0.45,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,25.694206,0.45,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,25.942174,0.45,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,25.13794,0.5,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,26.000035,0.5,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,27.523336,0.5,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,27.925517,0.5,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,26.269374,0.55,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,27.795859,0.55,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,29.594564,0.55,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,30.292069,0.55,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,27.728935,0.6,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,29.393383,0.6,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,31.667675,0.6,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,33.096544,0.6,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,29.184422,0.65,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,31.133587,0.65,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,34.032926,0.65,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,36.274637,0.65,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,30.996193,0.7,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,33.393191,0.7,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,36.981819,0.7,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,39.760204,0.7,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,32.958473,0.75,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,36.131157,0.75,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,39.823961,0.75,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,44.97121,0.75,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,34.775823,0.8,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,38.620506,0.8,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,44.110124,0.8,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,49.034826,0.8,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,37.417698,0.85,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,42.377849,0.85,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,48.577793,0.85,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,56.033057,0.85,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,40.657877,0.9,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,47.378771,0.9,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,55.37926,0.9,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,65.45845,0.9,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,46.088641,0.95,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,57.513255,0.95,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,69.920012,0.95,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,85.283184,0.95,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,51.885131,0.975,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,68.778803,0.975,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,84.263049,0.975,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,99.735752,0.975,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,58.357648,0.99,0,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-06,82.684001,0.99,1,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-13,108.96325,0.99,2,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-09-20,126.94332,0.99,3,quantile,EpiAutoGP,2025-08-30,05,wk inc covid hosp
2025-08-30,19.01342,0.01,0,quantile,EpiAutoGP,2025-08-30,04,wk inc covid hosp
