geo_value,forecast_date,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.35,12.757635821389712
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.4,12.841704193201176
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.45,12.916324764877176
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.5,12.922722005464626
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.55,13.9704222685426
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.6,15.31677764823145
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.65,17.06684479270945
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.7,19.424878474947228
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.75,22.368442991851587
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.8,27.031599390563837
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.85,32.04945489343109
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.9,38.290724515730496
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.95,49.29456400455228
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.975,56.63749737828016
ak,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,02,quantile,0.99,62.88770481515413
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.01,4.3487821647355815
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.025,4.735058941396005
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.05,5.545118675862585
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.1,7.577841424284696
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.15,9.13189512553398
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.2,12.486849405770936
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.25,14.05154952939937
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.3,14.836123623255771
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.35,15.269672501379633
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.4,15.343211248660786
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.45,15.42652494033299
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.5,15.428644219585756
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.55,16.729063847721136
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.6,19.05836245553342
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.65,21.996645141845878
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.7,25.613930992232973
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.75,29.287060895700595
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.8,36.1522884431736
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.85,41.512624365333515
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.9,47.242415307739236
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.95,56.24814944999803
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.975,61.48846563289534
ak,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,02,quantile,0.99,65.48702899425909
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.01,4.370626803989342
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.025,4.693649522019387
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.05,5.359223016140863
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.1,7.311297006776964
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.15,8.61462082639189
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.2,11.65878406836334
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.25,14.7309646719267
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.3,16.786048710665998
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.35,17.364199291196147
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.4,18.35737663322703
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.45,18.376053694024087
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.5,18.629399245748456
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.55,20.223009153830553
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.6,23.59071772482164
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.65,28.50722415140718
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.7,32.32812581815081
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.75,38.003161381761956
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.8,43.557396618886905
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.85,47.92226239444445
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.9,52.402416669327984
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.95,59.61655877945458
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.975,63.61797099615261
ak,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,02,quantile,0.99,66.92213971380849
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.01,4.383889001175705
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.025,4.698545730138549
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.05,5.112112970695438
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.1,6.867899132759112
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.15,8.130411409315183
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.2,9.95492889412546
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.25,13.98451315097313
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.3,19.0729300385391
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.35,22.11098600570033
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.4,22.408131787715124
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.45,23.38337105579216
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.5,23.813513691522466
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.55,26.084462994162127
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.6,29.33880675563018
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.65,34.49905231483385
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.7,38.2754533058116
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.75,41.562411633327756
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.8,48.77539020349979
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.85,52.63819256817611
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.9,56.32444161189204
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.95,61.990345305894515
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.975,64.88251919777743
ak,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,02,quantile,0.99,68.02053882674831
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.01,36.31257557095294
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.025,51.83783143490115
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.05,68.7923815575419
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.1,87.75439908400783
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.15,97.54998874866754
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.2,103.71576065456375
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.25,110.4956924140407
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.3,111.6782472288587
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.35,113.23456015977025
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.4,114.20906349491892
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.45,115.24254227061509
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.5,117.52152627476637
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.55,121.37331748018508
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.6,124.29281655251381
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.65,127.86080328577115
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.7,133.54108022839097
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.75,140.3388364607909
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.8,151.36690918328716
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.85,168.00968922472646
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.9,195.25051419171058
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.95,269.1510447972293
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.975,357.9495814868825
al,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,01,quantile,0.99,471.2335211623923
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.01,27.210389243413108
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.025,34.79168397023855
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.05,47.49729071287979
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.1,73.725711921432
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.15,98.63136024354021
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.2,116.21234675539104
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.25,141.60589264402526
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.3,142.99512136700685
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.35,144.4120587004817
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.4,144.79038990191177
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.45,144.85077225897464
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.5,145.1806909338204
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.55,150.4034383285549
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.6,163.0653433590143
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.65,180.3911788830736
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.7,203.43691855301864
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.75,232.91318010649906
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.8,265.8878181735089
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.85,316.268993920907
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.9,384.89311818182966
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.95,491.3574385937333
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.975,559.8841393217672
al,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,01,quantile,0.99,613.5427559607393
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.01,25.65995542424422
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.025,30.800793660521258
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.05,40.61824032655643
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.1,65.91205448801499
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.15,96.99123451697082
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.2,122.89965985187928
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.25,171.01097674326815
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.3,173.72975407014565
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.35,175.14016179872493
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.4,176.28174785572298
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.45,177.8679923900456
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.5,180.33859926384343
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.55,193.67458238470837
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.6,221.79143944538632
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.65,254.66236799815073
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.7,289.89650872005467
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.75,333.72304494513884
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.8,386.82205822672654
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.85,433.4657771721423
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.9,503.272793588983
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.95,660.350837650572
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.975,736.3682603821744
al,2024-11-26,2024-11-30,wk inc covid hosp,1,2024-12-07,01,quantile,0.99,773.0877120917571
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.01,24.991120640243906
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.025,28.435964926021676
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.05,35.301699102040274
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.1,54.014889253422645
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.15,84.28779065103939
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.2,112.13176567277522
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.25,160.54812074795817
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.3,206.72340285466763
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.35,210.99915606539528
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.4,217.93440893683209
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.45,222.40322474181272
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.5,223.10924149112458
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.55,251.09707048985564
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.6,293.3406088289318
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.65,330.9957807681524
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.7,376.10697175261055
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.75,422.95679716861906
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.8,464.3186718544695
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.85,504.7584827330853
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.9,565.355584339764
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.95,710.051616067563
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.975,760.1287468023327
al,2024-11-26,2024-11-30,wk inc covid hosp,2,2024-12-14,01,quantile,0.99,786.640090250704
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.01,24.453596024009503
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.025,26.98915120990671
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.05,30.50993201257581
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.1,44.73668080915747
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.15,66.8662597694535
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.2,92.67512845729833
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.25,120.55319695259054
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.3,222.6330596560131
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.35,286.457704456067
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.4,295.2996950619228
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.45,305.6019911711297
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.5,312.1589710805381
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.55,353.8425235389916
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.6,393.4155321211513
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.65,434.73273075422475
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.7,470.81693527119995
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.75,505.5780153303279
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.8,526.8596843725502
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.85,560.1268741442872
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.9,625.8928704441471
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.95,746.7104596769908
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.975,773.7337238867989
al,2024-11-26,2024-11-30,wk inc covid hosp,3,2024-12-21,01,quantile,0.99,796.162316525596
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.01,21.218836639695084
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.025,27.884739657193062
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.05,36.29978858851931
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.1,46.090719594288046
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.15,50.19053990061856
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.2,53.8080034399607
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.25,57.81559333786624
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.3,58.92104127728687
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.35,59.8145554802194
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.4,60.276709222506
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.45,60.858654554296656
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.5,62.20246711264356
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.55,64.6456563596119
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.6,66.64917993226634
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.65,69.36641153143778
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.7,73.65621267998134
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.75,77.61912949467117
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.8,83.97767909581017
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.85,96.73946372314857
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.9,115.2991188341806
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.95,156.69759525768174
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.975,207.5660948252097
ar,2024-11-26,2024-11-30,wk inc covid hosp,-1,2024-11-23,05,quantile,0.99,275.8117360359295
ar,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,05,quantile,0.01,18.4365019733054
ar,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,05,quantile,0.025,21.775759365478
ar,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,05,quantile,0.05,28.384399533811028
ar,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,05,quantile,0.1,41.74475035443709
ar,2024-11-26,2024-11-30,wk inc covid hosp,0,2024-11-30,05,quantile,0.15,50.2218170686066
